,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity,hit
11255,4bcWQseNOLnxH4XUgpmgkQ,Tanz aus der Reihe!,3aAyJLP9o9f94yJT9AfwmF,https://p.scdn.co/mp3-preview/904d67a5c3fd6bbb4b55e01e2a653f04efa6ae35?cid=f6c16355a53748e790f598a2bdb1ad10,19.11.21,"['chanson', 'french pop', 'french rock']",0.367,0.465,-12.25,0.168,0.868,7.57E-05,0.918,0.387,90.278,2,1,233867,8,0
11261,4bcWQseNOLnxH4XUgpmgkQ,Tú Me Quemas,3pdN2e7EzhlFfGAW2EHNJX,https://p.scdn.co/mp3-preview/5a545858dd8ba2bd3e9d3c5185f92b08c4450548?cid=f6c16355a53748e790f598a2bdb1ad10,23.02.18,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",0.406,0.64,-5.824,0.0386,0.21,0,0.109,0.388,90.406,11,1,195657,41,0
11358,4bcWQseNOLnxH4XUgpmgkQ,Tú Me Quemas - AtellaGali Dance Remix,4dtfrnZWZ4Qttt1xJDT9BY,https://p.scdn.co/mp3-preview/70475d3346574965680ca2c9fe250cffbc3200ee?cid=f6c16355a53748e790f598a2bdb1ad10,2002,"['canadian pop', 'neo soul']",0.666,0.378,-9.923,0.033,0.357,6.44E-05,0.143,0.632,84.978,7,1,216560,42,0
11277,4bcWQseNOLnxH4XUgpmgkQ,Tú Sí Sabes Quererme (feat. Los Macorinos),4t49gqVPVymelwYOYnz6sD,https://p.scdn.co/mp3-preview/9a71e03439a9538f34a2d0dbd613ef7fcefd0364?cid=f6c16355a53748e790f598a2bdb1ad10,09.11.20,['turkish trap pop'],0.537,0.868,-9.508,0.104,0.0569,0.139,0.121,0.214,169.934,1,1,192000,20,0
11066,4bcWQseNOLnxH4XUgpmgkQ,Tappiolla tappiin (feat. Märkä Simo),3Z7ohV3KU6ZdnIccz7gPdW,https://p.scdn.co/mp3-preview/37c2e72a2d40bcced1fdf7a37fe99c5030684f44?cid=f6c16355a53748e790f598a2bdb1ad10,20.07.12,"['irish pop', 'irish rock', 'melancholia']",0.354,0.472,-10.929,0.0384,0.713,2.01E-05,0.636,0.329,169.275,7,1,267236,22,0
3940,4bcWQseNOLnxH4XUgpmgkQ,Tarantella Del '600,7Dpk8WYY6uS2HTLCtlzgJ5,https://p.scdn.co/mp3-preview/a1d38f6652b1cb9bfb82a039f804e418fd0cc230?cid=f6c16355a53748e790f598a2bdb1ad10,11.06.21,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",0.694,0.592,-6.71,0.181,0.504,0,0.0711,0.542,113.878,11,0,183140,58,0
4271,4bcWQseNOLnxH4XUgpmgkQ,Tarantella Di Masaniello,4ak7xjvBeBOcJGWFDX9w5n,https://p.scdn.co/mp3-preview/f9256b439d14d1f87fcd8b24b04a3861d174e906?cid=f6c16355a53748e790f598a2bdb1ad10,21.06.19,"['lgbtq+ hip hop', 'pop']",0.706,0.679,-5.614,0.0324,0.139,6.98E-05,0.465,0.657,140.081,9,1,158707,70,0
876,6DjIRlc7hnwSYT3lf95eVy,Tararì Tararà,4RZTVWaZabQ7wtRfZD52bm,https://p.scdn.co/mp3-preview/4108e2e948b9c4f9ecf8fb9ccd4d5b35f50c4280?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,12.06.10,"['ballroom', 'classic italian folk pop', 'fisarmonica']",0.762,0.763,-5.868,0.0423,0.37,0.728,0.0533,0.961,122.099,7,1,170670,6,0
10728,4bcWQseNOLnxH4XUgpmgkQ,Tay To,6pJJkWe20Xt8IA8wrqwNNI,https://p.scdn.co/mp3-preview/54e8c2b416ca592c8e75d32118888d14be4ff5cc?cid=f6c16355a53748e790f598a2bdb1ad10,23.12.15,['classic italian pop'],0.312,0.18,-20.638,0.0424,0.381,0.067,0.101,0.341,118.985,5,0,170613,0,0
4766,4bcWQseNOLnxH4XUgpmgkQ,TDB,3uB8KqnEoQq5bTQ1JFHJ7Y,https://p.scdn.co/mp3-preview/7b3d1a38b6e4f79eacb5d317b6b7c67b5f228536?cid=f6c16355a53748e790f598a2bdb1ad10,01.02.19,"['frauenrap', 'german hip hop', 'kosovan pop', 'romanian pop']",0.644,0.68,-3.863,0.24,0.172,4.06E-05,0.0435,0.683,125.465,5,0,198627,51,0
2050,6DjIRlc7hnwSYT3lf95eVy,Te Amo,2gWQGzmvg48Zdg7ACSEELU,https://p.scdn.co/mp3-preview/9d656c41be77d9d0320991a9ad5cc72fb695a390?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,30.10.20,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.687,0.806,-6.019,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,1,0,189040,3,0
2062,6DjIRlc7hnwSYT3lf95eVy,Te Amo Tanto - House Version,2YYf9fDVW9fyHVIpZ5YWXm,https://p.scdn.co/mp3-preview/28fb09814e1c4a9d8d7786abba7e9d06c1baa090?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,11.12.20,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.687,0.806,-6.019,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,1,0,189040,13,0
1144,6DjIRlc7hnwSYT3lf95eVy,Te Daría Mi Vida,6IjqA6qPyjK5tYLXT0wMfd,https://p.scdn.co/mp3-preview/8fb05863e9443e553f17e158061b5ae455badc95?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,30.07.16,"['desi hip hop', 'tamil hip hop', 'tamil pop']",0.757,0.621,-9.43,0.105,0.435,0,0.289,0.54,95.013,11,0,216000,29,0
9157,4bcWQseNOLnxH4XUgpmgkQ,Te Daría Mi Vida - Big Mix,1Wc6XD0k0L6NME2Gbo3j8p,https://p.scdn.co/mp3-preview/7c2337b3279893d54b3a0efc6b7d2da20f6fcd7a?cid=f6c16355a53748e790f598a2bdb1ad10,15.05.09,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",0.776,0.611,-12.947,0.234,0.131,0.000286,0.329,0.22,103.919,6,0,247373,13,0
5748,4bcWQseNOLnxH4XUgpmgkQ,Te Necesito (Unplugged),0h9gtnyav116B2RegHPRpi,https://p.scdn.co/mp3-preview/6d5e98c377933912dd9f7aec1a0d323ee4ee13c6?cid=f6c16355a53748e790f598a2bdb1ad10,12.03.21,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop', 'rock en espanol']",0.81,0.621,-6.997,0.0305,0.0248,0.0103,0.342,0.682,128.019,11,0,187920,0,0
5870,4bcWQseNOLnxH4XUgpmgkQ,Te Perdiste Mi Amor (feat. Prince Royce),2QTwnf0TAxgPCSVAH9heos,https://p.scdn.co/mp3-preview/6d5e98c377933912dd9f7aec1a0d323ee4ee13c6?cid=f6c16355a53748e790f598a2bdb1ad10,19.02.21,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop', 'rock en espanol']",0.81,0.621,-6.997,0.0305,0.0248,0.0103,0.342,0.682,128.019,11,0,187920,8,0
8783,4bcWQseNOLnxH4XUgpmgkQ,Te Pertenezco (feat. Calo) - En Vivo,5t6PaJ7ZIO4DocmryyXTHe,https://p.scdn.co/mp3-preview/406bbea3e5c20b420fbd17ea5e4ce42c2c342baf?cid=f6c16355a53748e790f598a2bdb1ad10,21.01.19,['italian electronica'],0.746,0.841,-6.184,0.0706,0.014,0.214,0.0787,0.62,110.004,10,0,162500,9,0
1656,6DjIRlc7hnwSYT3lf95eVy,Te Quemaste,4waqcUQWdj0yH26STWl2Rq,https://p.scdn.co/mp3-preview/d48fa22d596b07924d6045207cc26f3ee286c009?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2003,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']",0.783,0.685,-5.008,0.0271,0.627,3.49E-06,0.108,0.54,107.01,9,1,236333,74,0
7635,4bcWQseNOLnxH4XUgpmgkQ,Te Quiero,272K17IKn0bDNSYdPFZYBm,https://p.scdn.co/mp3-preview/0d3ded9f7fb11334f758548cad51ee6d3abaa90b?cid=f6c16355a53748e790f598a2bdb1ad10,12.12.12,['italian lounge'],0.729,0.461,-6.389,0.0329,0.478,1.67E-06,0.253,0.874,110.049,5,1,224270,24,0
5379,4bcWQseNOLnxH4XUgpmgkQ,Te Quiero Pa´Mi,5YAP8zpqj1eIX88makBjDe,https://p.scdn.co/mp3-preview/5916655f785aa703d325b97f18a8272ce64f9e43?cid=f6c16355a53748e790f598a2bdb1ad10,05.12.18,"['pop', 'pop rap']",0.613,0.6,-7.097,0.154,0.166,0,0.117,0.532,147.059,8,1,223543,66,0
7664,4bcWQseNOLnxH4XUgpmgkQ,Te Recordaré Bailando,5MFFp3x85lkIFGu2FPLpt1,https://p.scdn.co/mp3-preview/585cda5964c7e56e5ccbc2a1af4d5ff757ddad17?cid=f6c16355a53748e790f598a2bdb1ad10,28.05.12,"['classical', 'italian opera', 'italian romanticism']",0.17,0.0329,-28.503,0.0428,0.988,0.86,0.115,0.0385,97.662,0,1,432533,0,0
10327,4bcWQseNOLnxH4XUgpmgkQ,Te Robaré,1IPILgQQ3FQ61umeS4njeV,https://p.scdn.co/mp3-preview/62e38615a104fd62b59eb2ce6cd9ff32bd25d13a?cid=f6c16355a53748e790f598a2bdb1ad10,30.06.17,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'glitch']",0.62,0.997,-1.278,0.111,0.0281,0.0452,0.614,0.384,145.012,9,1,216000,35,0
9044,4bcWQseNOLnxH4XUgpmgkQ,TE SUPERÉ,2q7YMwUzvoJfsZechJVsFK,https://p.scdn.co/mp3-preview/39abb4e35332a34d40897be60bcbeb999b3c548b?cid=f6c16355a53748e790f598a2bdb1ad10,03.01.20,"['francoton', 'french hip hop', 'pop urbaine', 'rap antillais', 'rap francais', 'trap antillais']",0.629,0.616,-6.14,0.102,0.25,0,0.079,0.308,89.521,1,1,253707,7,0
4103,4bcWQseNOLnxH4XUgpmgkQ,Te Vas,4aie3id34NbdlJEaWNlKyZ,https://p.scdn.co/mp3-preview/456a15cdeb8a9151ef0cd6d62db679f1c0cc1281?cid=f6c16355a53748e790f598a2bdb1ad10,14.10.16,"['francoton', 'french hip hop', 'french pop', 'rap marseille']",0.641,0.683,-5.549,0.043,0.409,1.71E-06,0.203,0.303,90.039,7,0,238893,54,0
11064,4bcWQseNOLnxH4XUgpmgkQ,Teach Me How to Dance with You,7eWEX4O50i4XjnFIr73ZQa,https://p.scdn.co/mp3-preview/c2b3fda060770a514d239ed692fe73aeda8bb431?cid=f6c16355a53748e790f598a2bdb1ad10,19.11.21,"['chanson', 'french pop']",0.699,0.727,-8.59,0.0479,0.16,0.000536,0.268,0.642,123.087,0,1,208905,20,0
10505,4bcWQseNOLnxH4XUgpmgkQ,Teacher's Pet,2cE7I6BIi2GaVi5y0YYd5F,https://p.scdn.co/mp3-preview/afeed1521b9a42a58e83a1eac9fef07d8740785d?cid=f6c16355a53748e790f598a2bdb1ad10,06.11.20,"['belgian edm', 'dance pop', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",0.688,0.852,-4.73,0.0332,0.464,1.49E-06,0.147,0.519,124.969,11,0,165120,53,0
11428,4bcWQseNOLnxH4XUgpmgkQ,Team,7B0NCgLeewJGooJ95vkVnI,https://p.scdn.co/mp3-preview/aded9d692aa54d5ca35174332fd3a1133c0929f0?cid=f6c16355a53748e790f598a2bdb1ad10,05.06.20,"['bubblegum dance', 'dance pop', 'europop', 'girl group', 'pop', 'post-teen pop', 'urban contemporary']",0.739,0.845,-3.802,0.0338,0.00287,6.18E-06,0.115,0.748,126.607,6,0,236427,1,0
7651,4bcWQseNOLnxH4XUgpmgkQ,Technologie sèche,1XefjJc7ogK7kTlIiJ8CX0,https://p.scdn.co/mp3-preview/eb41dccdc56f906a9f578f27432212331896cfc8?cid=f6c16355a53748e790f598a2bdb1ad10,01.05.07,['italian lounge'],0.711,0.644,-8.327,0.0336,0.325,0.000136,0.0905,0.81,95.061,9,0,172333,8,0
8541,4bcWQseNOLnxH4XUgpmgkQ,TechoSlovakia (Original Mix),2tymo87EBCbePLZKw3zxIR,https://p.scdn.co/mp3-preview/eb41dccdc56f906a9f578f27432212331896cfc8?cid=f6c16355a53748e790f598a2bdb1ad10,01.10.13,['italian lounge'],0.711,0.644,-8.327,0.0336,0.325,0.000136,0.0905,0.81,95.061,9,0,172333,2,0
1007,6DjIRlc7hnwSYT3lf95eVy,Teenage Crime,51rN3c8dJnfJokli6t3cy5,https://p.scdn.co/mp3-preview/a3f7370349b66125d03d3cf56035e40e84ecab63?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,07.12.18,"['disney italiano', 'musica per bambini']",0.571,0.429,-12.277,0.191,0.772,0,0.259,0.721,96.469,6,0,181173,10,0
7502,4bcWQseNOLnxH4XUgpmgkQ,Teenage Dream,61251p57VEMrRQXMZAqx6M,https://p.scdn.co/mp3-preview/8a02718ecf76b26053fb1faf80f96ee4133aaee2?cid=f6c16355a53748e790f598a2bdb1ad10,05.02.21,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",0.665,0.476,-8.477,0.137,0.113,0,0.33,0.385,84.881,7,1,189853,14,0
10646,4bcWQseNOLnxH4XUgpmgkQ,Teenage Fever,58A0GOp6jVOwvOFY8QpB1S,https://p.scdn.co/mp3-preview/aac517b3e47af593826609dd9e68889169e84d80?cid=f6c16355a53748e790f598a2bdb1ad10,29.07.21,"['bass trap', 'gaming edm', 'traprun']",0.286,0.898,-3.191,0.0769,0.0994,0.00218,0.0324,0.318,172.078,5,0,212860,59,0
11264,4bcWQseNOLnxH4XUgpmgkQ,Teenagers,0QiczedkpsjfiHDsE4YSjB,https://p.scdn.co/mp3-preview/0dd3582d9a079b4c5d5188f8859f562f435d70e6?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.04,"['classic malaysian pop', 'malaysian indie', 'rock kapak']",0.509,0.572,-8.109,0.0323,0.0399,8.31E-05,0.174,0.297,133.985,11,1,216573,15,0
1518,6DjIRlc7hnwSYT3lf95eVy,Tek Off,4xNXJiyrktQ7XfFuDfyaNn,https://p.scdn.co/mp3-preview/0da6d8df8a0fcf6fa6193664d41ccc94644fefc8?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,13.03.17,['swedish tropical house'],0.621,0.648,-10.227,0.0428,0.0344,0.823,0.123,0.185,121.008,9,1,194876,0,0
10576,4bcWQseNOLnxH4XUgpmgkQ,Telegomma,5tAa8Uaqr4VvA3693mbIhU,https://p.scdn.co/mp3-preview/d065ed587ca17a91f52b8420e3402759a58ab461?cid=f6c16355a53748e790f598a2bdb1ad10,18.10.18,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0.665,0.699,-5.265,0.0578,0.423,0,0.0969,0.585,124.896,11,1,190932,67,0
3724,4bcWQseNOLnxH4XUgpmgkQ,telepatía,3yvHcaY61FpeSiLiHiIST4,https://p.scdn.co/mp3-preview/079f2e6bf38c1559f2d9e3276b5827454e467705?cid=f6c16355a53748e790f598a2bdb1ad10,06.11.20,"['deep house', 'deep tropical house', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",0.717,0.627,-8.198,0.0966,0.00974,0,0.222,0.437,125.965,8,1,170786,67,0
10183,4bcWQseNOLnxH4XUgpmgkQ,Television / So Far So Good,7rPJQJUBFgX76lKyCVYq9w,https://p.scdn.co/mp3-preview/d0f79012af2e4310721e8cb9731c0b0c76029283?cid=f6c16355a53748e790f598a2bdb1ad10,02.04.21,"['big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'slap house']",0.479,0.928,-2.816,0.0869,0.00345,0.000259,0.363,0.0623,129.854,4,0,196615,47,0
5660,4bcWQseNOLnxH4XUgpmgkQ,Tell It To My Heart,1TMWcbxL5YF8rKsFHv5hAP,https://p.scdn.co/mp3-preview/163cdb43c98f727d3313969ea5e0f00ebb0378ad?cid=f6c16355a53748e790f598a2bdb1ad10,07.11.19,"['dance pop', 'pop']",0.651,0.724,-5.457,0.166,0.172,0,0.13,0.686,144.146,7,1,187040,77,0
1766,6DjIRlc7hnwSYT3lf95eVy,Tell Me - Original Mix,45TiKpbvliFNZUFqA2y7Ay,https://p.scdn.co/mp3-preview/b6d009bfc67b2ea2e0c7fb26370f5e15bace8e2f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,31.03.17,"['classic schlager', 'classic uk pop', 'europop', 'italian disco']",0.669,0.954,-6.129,0.0603,0.032,0.000223,0.268,0.96,135.522,0,1,232120,13,0
11810,4bcWQseNOLnxH4XUgpmgkQ,Tell Me That You Love Me,2KNcIEF7mHjChtXSPddVmu,https://p.scdn.co/mp3-preview/6b81ebff12cf8b1b66b7812538484da88f186a7e?cid=f6c16355a53748e790f598a2bdb1ad10,19.04.21,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.889,0.797,-4.073,0.0782,0.189,6.66E-06,0.252,0.543,102.028,9,1,174932,57,0
6138,4bcWQseNOLnxH4XUgpmgkQ,Tell Me You Love Me,3OMrpYQZuK7M8VRn4fQcHJ,https://p.scdn.co/mp3-preview/28b6326bee4e9e42827a6cd6ad4494b09e127169?cid=f6c16355a53748e790f598a2bdb1ad10,24.12.21,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",0.827,0.731,-5.524,0.088,0.13,0,0.418,0.607,118.992,4,0,172833,0,0
3817,4bcWQseNOLnxH4XUgpmgkQ,"Tema (Mannaggia Pullece: Canzonetto Popolara di Napoli), Allegretto - Variations I-II: Grand Pot Pourri Op.126",6KL88T4Ma4ABXqzgUoEwkd,https://p.scdn.co/mp3-preview/cccce77c71ff03bbebc0bbb4a87d56be6739402e?cid=f6c16355a53748e790f598a2bdb1ad10,27.08.21,"['dance pop', 'piano rock', 'pop', 'pop rock']",0.682,0.72,-8.176,0.0382,0.321,0,0.205,0.649,116.988,11,0,168260,73,0
4703,4bcWQseNOLnxH4XUgpmgkQ,Tema popolaresco - Versione 4,4IQkfUsrwXol38VV3U7t7T,https://p.scdn.co/mp3-preview/809f4ab97acbb0eafbb0429d85a123d54fdc6bc9?cid=f6c16355a53748e790f598a2bdb1ad10,12.11.21,['pop'],0.61,0.488,-6.918,0.0293,0.817,0,0.312,0.443,125.039,3,1,240227,74,0
1346,6DjIRlc7hnwSYT3lf95eVy,"Tema popolaresco interrotto - From ""Noi lazzaroni"" / Remastered 2021",2m7sL4IIG2F5UULkgjnVLx,https://p.scdn.co/mp3-preview/2ec211596cdf451d55053132a8809f2b4684f4af?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,16.10.20,"['brazilian edm', 'dutch edm']",0.593,0.852,-3.609,0.119,0.292,0.000162,0.141,0.397,125.928,5,0,179346,63,0
6056,4bcWQseNOLnxH4XUgpmgkQ,Tema popolaresco interrotto - Versione 2,6mgkxokwQesiyl9L0C2IIK,https://p.scdn.co/mp3-preview/d9c27cc53bce87f9920ba0bc1f4e630efc724349?cid=f6c16355a53748e790f598a2bdb1ad10,19.06.15,"['edm', 'german techno', 'german trance', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",0.607,0.858,-6.268,0.0425,0.00683,0.237,0.206,0.0459,130.001,4,0,230876,7,0
7478,4bcWQseNOLnxH4XUgpmgkQ,Tenebrae Responsoria: II. Seniores populi,5pG89GUTCI3lCazh9mSIUh,https://p.scdn.co/mp3-preview/6b7de11d7d94e32723cb8a5a3f7ef8533fc2ea81?cid=f6c16355a53748e790f598a2bdb1ad10,04.12.15,"['edm', 'german techno', 'german trance', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",0.72,0.882,-6.049,0.0696,0.0165,0.659,0.096,0.037,129.999,4,0,324923,0,0
7105,4bcWQseNOLnxH4XUgpmgkQ,"Tenebrae Responsories, Feria quinta: IX. Seniores populi",4DUWQNH3Nwt58U3EqWg3q2,https://p.scdn.co/mp3-preview/5da07756a360a1f7028ff3a232a69826bed986e3?cid=f6c16355a53748e790f598a2bdb1ad10,14.07.15,"['edm', 'german techno', 'german trance', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",0.47,0.721,-11.71,0.0428,0.00442,0.0312,0.209,0.0388,129.947,4,0,196162,0,0
10062,4bcWQseNOLnxH4XUgpmgkQ,Tengo un Amor (feat. Leslie Grace),2ebaMjiPG7bGvY4a9Us0sS,https://p.scdn.co/mp3-preview/9fda6e8d561fbffcc73167a1d39ea20ec11c90bf?cid=f6c16355a53748e790f598a2bdb1ad10,13.08.21,"['bubblegum dance', 'eurodance', 'europop', 'swedish pop']",0.616,0.719,-6.773,0.0379,0.0186,3.82E-06,0.0872,0.234,129.99,0,1,199846,27,0
4253,4bcWQseNOLnxH4XUgpmgkQ,Tengo una Necesidad - Bachata Version,49zMj9UjQ0IGksOO2VuhZX,https://p.scdn.co/mp3-preview/bad9380309ea29514234b98ac1790efafd7f4860?cid=f6c16355a53748e790f598a2bdb1ad10,19.10.18,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.803,0.743,-3.602,0.0681,0.105,2.12E-06,0.099,0.674,108.005,1,0,203180,55,0
3835,4bcWQseNOLnxH4XUgpmgkQ,Tension,1v1oIWf2Xgh54kIWuKsDf6,https://p.scdn.co/mp3-preview/d18ccbd68d47fbcf551e2c1d6510d0b664a90697?cid=f6c16355a53748e790f598a2bdb1ad10,11.03.16,"['art pop', 'norwegian pop']",0.422,0.302,-9.214,0.0372,0.629,7.83E-05,0.104,0.123,114.089,11,1,248827,79,0
10223,4bcWQseNOLnxH4XUgpmgkQ,Tensione pope,7KQw1wvTwYY3ikEBaukkNl,https://p.scdn.co/mp3-preview/0fbf64f9349de57592992fa7916867eaa73a996d?cid=f6c16355a53748e790f598a2bdb1ad10,20.03.20,"['brazilian edm', 'pop nacional']",0.681,0.719,-6.576,0.0269,0.515,0.00392,0.354,0.658,125.017,2,1,157495,39,0
412,6DjIRlc7hnwSYT3lf95eVy,Tequila,46lFttIf5hnUZMGvjK0Wxo,https://p.scdn.co/mp3-preview/21a8a192da19fa1c8bf86fc648f882d2bec91462?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,05.06.15,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,1,1,227074,75,0
1371,6DjIRlc7hnwSYT3lf95eVy,"Tere Mohalle (Remix) [From ""Besharam""]",4qABfS1RaGVXdBhj2BQyhO,https://p.scdn.co/mp3-preview/21a8a192da19fa1c8bf86fc648f882d2bec91462?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,05.10.14,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,1,1,227074,54,0
10711,4bcWQseNOLnxH4XUgpmgkQ,Terra promessa,6LdOijOUVv3r6A5sxyzBQm,https://p.scdn.co/mp3-preview/f390aaf9c57dd58536902f4fe7cf5fbfc4a53706?cid=f6c16355a53748e790f598a2bdb1ad10,05.11.21,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",0.686,0.775,-7.986,0.226,0.0954,0,0.103,0.582,126.036,0,0,167619,48,0
4801,4bcWQseNOLnxH4XUgpmgkQ,Tes parents (feat. Ninho),0xEW9gPv5wNuS84pXGG3lc,https://p.scdn.co/mp3-preview/b07af289d7773c9a899dc15f467c5215b421c081?cid=f6c16355a53748e790f598a2bdb1ad10,28.05.20,"['canadian hip hop', 'pop']",0.619,0.453,-7.697,0.0264,0.464,0,0.149,0.217,96.021,5,1,156722,59,0
6142,4bcWQseNOLnxH4XUgpmgkQ,Tesla,14DQvqZvLuXmu04Wyo2ALH,https://p.scdn.co/mp3-preview/6cfa81a7773a6f47a7e5ad2a93cc0d65a922adcc?cid=f6c16355a53748e790f598a2bdb1ad10,28.02.15,"['dancehall', 'reggae fusion']",0.648,0.74,-5.242,0.374,0.463,0,0.29,0.698,132.764,0,1,146099,28,0
10488,4bcWQseNOLnxH4XUgpmgkQ,Tess,6CM393gATfOU3oNhdTuuTt,https://p.scdn.co/mp3-preview/35b7289db5ff856db210d2af98ecb4eb70bf2cd5?cid=f6c16355a53748e790f598a2bdb1ad10,09.04.21,['dutch edm'],0.513,0.681,-6.679,0.042,0.0265,0.000165,0.0811,0.106,100.002,0,1,247200,26,0
10957,4bcWQseNOLnxH4XUgpmgkQ,"Thangame Thangame (From ""Veeram"")",1UPHRBLyO9n6qdkPLwnqcE,https://p.scdn.co/mp3-preview/905d8d7161633201a2208340e320d9e53e2575dd?cid=f6c16355a53748e790f598a2bdb1ad10,18.12.15,"['deep euro house', 'leipzig electronic', 'tropical house']",0.797,0.664,-10.135,0.0449,0.00575,0.862,0.0982,0.0952,123.002,0,1,393336,0,0
563,6DjIRlc7hnwSYT3lf95eVy,"thank u, next",2YTGrWbHX2nDzVw1MXRPoA,https://p.scdn.co/mp3-preview/29d9b5235f4d44a6434e465c95f972351af149ec?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,10.05.19,"['bubblegum dance', 'dance pop', 'europop', 'post-teen pop']",0.642,0.883,-6.287,0.0442,0.0636,0,0.324,0.789,101.986,6,0,209720,20,0
5094,4bcWQseNOLnxH4XUgpmgkQ,thank you,0C4ejWmOTMv8vuYj85mf8m,https://p.scdn.co/mp3-preview/9f0b5e1394d1e57a63e3cf9d42e3d271c73896c1?cid=f6c16355a53748e790f598a2bdb1ad10,16.11.10,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975,1,1,243533,73,0
5187,4bcWQseNOLnxH4XUgpmgkQ,Thank You [Not So Bad],7ySUcLPVX7KudhnmNcgY2D,https://p.scdn.co/mp3-preview/0158f6994ed9a29e542dda9bb892a9efe209de62?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.10,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",0.769,0.684,-5.019,0.0411,0.0105,0.000125,0.0887,0.835,127.972,1,1,243600,77,0
6631,4bcWQseNOLnxH4XUgpmgkQ,Thanos vs J. Robert Oppenheimer,4z3QAUaqWPnFpQj72KQIES,https://p.scdn.co/mp3-preview/537f1c7de89efa336e6e6607bc0ed13578d8ee8b?cid=f6c16355a53748e790f598a2bdb1ad10,2005,"['classic finnish rock', 'finnish dance pop', 'finnish hard rock', 'iskelma', 'suomi rock']",0.539,0.722,-3.849,0.0316,0.299,1.43E-05,0.145,0.644,104.061,9,1,276413,5,0
1370,6DjIRlc7hnwSYT3lf95eVy,"That Ain't Right (Crossroads – Blues & More Blues Fest Leverkusen, Germany 20th April 1996) - Remastered",2EZkYoVDEfPEcjRBkZJc2Z,https://p.scdn.co/mp3-preview/a3a50e2eb4d8c549b2a62e2bb1ceb664e96e720d?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,05.01.15,"['big room', 'dance pop', 'dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",0.676,0.992,-3.596,0.0699,0.0043,0.816,0.0798,0.376,127.998,8,1,257987,39,0
